,Unnamed: 0,id,name,price,mrp,variant,image_url,tags
24,24,EDOET83CGGHPBAAV, Fortune Kachi Ghani Mustard Oil Pouch, 180.0, 220.0, 1 L, https://rukminim1.flixcart.com/image/280/280/k7usyvk0/edible-oil/a/a/v/1-kachi-ghani-pouch-mustard-oil-fortune-original-imafpzwhu5pbztcb.jpeg,fortun kachi ghani mustard oil pouch 180.0 220.0 1 l
25,25,NDFFHGHFTTGZD3VV, ProV Almonds, 337.0, 599.0, 500 g, https://rukminim1.flixcart.com/image/280/280/k4324y80/nut-dry-fruit/3/v/v/500-almond-pouch-prov-select-original-imafmtevghyznv7v.jpeg,prov almond 337.0 599.0 500 g
26,26,LDTET5U2XYHZBKMC, Surf excel Easy Wash Detergent Powder 1.5 kg, 157.0, 177.0, 1.5 kg, https://rukminim1.flixcart.com/image/280/280/j3lwh3k0/laundry-detergent/6/g/b/4-easy-wash-detergent-powder-surf-excel-original-imaeupfqhfrp2xgv.jpeg,surf excel easi wash deterg powder 1.5 kg 157.0 177.0 1.5 kg
27,27,SMPD9FYF26XNAHZY, SUNSILK Hairfall Solution Shampoo, 204.0, 215.0, 340 ml, https://rukminim1.flixcart.com/image/280/280/kjom6q80/shampoo/h/z/y/340-hairfall-solution-shampoo-sunsilk-original-imafz739upfj3w6k.jpeg,sunsilk hairfal solut shampoo 204.0 215.0 340 ml
28,28,BUTEZ3B9ZGVHWUVG, Amul Pasteurised Salted Butter, 235.0, 235.0, 500 g, https://rukminim1.flixcart.com/image/280/280/jb6tksw0/butter/u/v/g/500-pasteurised-amul-original-imafyhp4jcgwygue.jpeg,amul pasteuris salt butter 235.0 235.0 500 g
29,29,CKBFUG5U5RHAZVTB, Priyagold Italiano Cookies with Crunchy Coconut, 9.0, 35.0, 75 g, https://rukminim1.flixcart.com/image/280/280/kkzrpu80/cookie-biscuit/a/x/9/italiano-priyagold-original-imagy7ffha8ykgcd.jpeg,priyagold italiano cooki with crunchi coconut 9.0 35.0 75 g
30,30,NDFFBXBGWXZAYPTG, Happilo 100% Natural Premium Californian Almonds, 145.0, 145.0, 100 g, https://rukminim1.flixcart.com/image/280/280/jqgy3rk0/nut-dry-fruit/p/t/g/100-100-natural-california-pouch-happilo-original-imafcgnkxtnghcec.jpeg,happilo 100% natur premium californian almond 145.0 145.0 100 g
31,31,MSCFUMVY374HQGGJ, Glow & Lovely Advanced Multi Vitamin, 213.0, 213.0, 110 g, https://rukminim1.flixcart.com/image/280/280/kg9qbgw0/moisturizer-cream/g/g/j/110-advanced-multivitamin-face-cream-cream-glow-lovely-original-imafwjmahqzgkrta.jpeg,glow & love advanc multi vitamin 213.0 213.0 110 g
32,32,FCWFF5UQBXCSH4UH, Everyuth Naturals Brightening Lemon and Cherry Face Wash, 55.0, 65.0, 50 g, https://rukminim1.flixcart.com/image/280/280/kg2l47k0/face-wash/4/u/h/50-brightening-lemon-and-cherry-everyuth-naturals-original-imafwdceyfjgpczf.jpeg,everyuth natur brighten lemon and cherri face wash 55.0 65.0 50 g
33,33,EDOET83C9UHNFETC, Fortune Sunlite Refined Sunflower Oil Pouch, 205.0, 210.0, 1 L, https://rukminim1.flixcart.com/image/280/280/k7usyvk0/edible-oil/e/t/c/1-sunlite-refined-pouch-sunflower-oil-fortune-original-imafpzwhyyhhvzbk.jpeg,fortun sunlit refin sunflow oil pouch 205.0 210.0 1 l
34,34,PLSFUUSEYMC3K8UR, Toor Dal (Split), 133.0, 195.0, 1 kg, https://rukminim1.flixcart.com/image/280/280/kfpq5jk0/pulses/8/u/r/1-toor-dal-arhar-dal-desi-toor-dal-unbranded-original-imafw49gxj269b5w.jpeg,toor dal (split) 133.0 195.0 1 kg
35,35,SMPDFG4K2UFHSXGP, DOVE Daily Shine Shampoo, 464.0, 580.0, 650 ml, https://rukminim1.flixcart.com/image/280/280/kdyus280/shampoo/3/g/h/650-daily-shine-shampoo-man-women-650-ml-dove-original-imafuqvzzbprerzh.jpeg,dove daili shine shampoo 464.0 580.0 650 ml
36,36,EDOEUHJZKS56TYBX, Fortune Rice Bran Oil Pouch, 184.0, 215.0, 1 L, https://rukminim1.flixcart.com/image/280/280/k7tdj0w0/edible-oil/y/b/x/1-na-pouch-rice-bran-oil-fortune-original-imafpyzz76ycdghn.jpeg,fortun rice bran oil pouch 184.0 215.0 1 l
37,37,SUGFB3AF4RTGKPZ6, Uttam Sugar Sulphurfree Sugar, 44.0, 60.0, 1 kg Pouch, https://rukminim1.flixcart.com/image/280/280/kjhgzgw0-0/sugar/h/3/o/sulphurfree-pouch-refined-sugar-uttam-sugar-powder-original-imafzfhhcefvpcd2.jpeg,uttam sugar sulphurfre sugar 44.0 60.0 1 kg pouch
38,38,NDLGFJQNJS4G7B3N, Sunfeast Yippee Magic Masala Instant Noodles Vegetarian, 74.0, 93.0, 560 g, https://rukminim1.flixcart.com/image/280/280/kod858w0/noodle/m/j/o/yippee-magic-masala-instant-noodles-sunfeast-original-imag2uykvyzfzfer.jpeg,sunfeast yippe magic masala instant noodl vegetarian 74.0 93.0 560 g
39,39,MDMFUTBFD67KGFTZ, Protinex Original, 891.0, 990.0, 750 g, https://rukminim1.flixcart.com/image/280/280/kfwvcsw0/milk-drink-mix/f/t/z/750-original-carton-protinex-original-imafw9cryqzuzhwz.jpeg,protinex origin 891.0 990.0 750 g
40,40,BABEUC3UPAKHWBJZ, PARLE Premium Elaichi Rusk, 36.0, 45.0, 273 g, https://rukminim1.flixcart.com/image/280/280/khkvukw0/rusk/b/j/z/273-premium-elaichi-rusk-parle-original-imafxk7fm8zq8hs8.jpeg,parl premium elaichi rusk 36.0 45.0 273 g
41,41,CKBET6WJAJW29SWJ, OREO Choco Creme Biscuits, 10.0, 10.0, 46.3 g, https://rukminim1.flixcart.com/image/280/280/kekadu80/cookie-biscuit/s/w/j/46-3-choco-creme-biscuits-oreo-original-imafv863ywj8hxzg.jpeg,oreo choco creme biscuit 10.0 10.0 46.3 g
42,42,CFEF3CNBHBFKGYSR, CONTINENTAL Xtra Instant Coffee, 115.0, 115.0, 50 g, https://rukminim1.flixcart.com/image/280/280/kox8b680/coffee/6/3/6/xtra-instant-coffee-glass-bottle-continental-original-imag39wktbwhehqc.jpeg,continent xtra instant coffe 115.0 115.0 50 g
44,44,BUTEZ3B9DMEJU3PR, Amul Pasteurised Salted Butter, 48.0, 48.0, 100 g, https://rukminim1.flixcart.com/image/280/280/jb5e4y80/butter/3/p/r/100-pasteurised-amul-original-imafykhy5nqzs58h.jpeg,amul pasteuris salt butter 48.0 48.0 100 g
45,45,CKBFBQSFKF2H9RZX, Sunfeast Mom's Magic Cashew & Almonds Biscuits, 81.0, 105.0, 600 g, https://rukminim1.flixcart.com/image/280/280/jt4olu80/cookie-biscuit/r/z/x/600-mom-s-magic-cashew-and-almond-sunfeast-original-imafejsumpgzh6hs.jpeg,sunfeast mom' magic cashew & almond biscuit 81.0 105.0 600 g
46,46,RMDFJHJ4NSGTZQJU, Tata Q Spicy Vegetable Biryani 330 g, 49.0, 99.0, 330 g, https://rukminim1.flixcart.com/image/280/280/kn6cxow0/ready-meal/l/0/q/spicy-vegetable-biryani-tata-q-original-imagfwt838mwqbzd.jpeg,tata q spici veget biryani 330 g 49.0 99.0 330 g
47,47,SHCFGHYYUMKZ4256, GILLETTE Fusion Cartridge, 1827.0, 2150.0, 10 Units, https://rukminim1.flixcart.com/image/280/280/ki96c280-0/shaving-cartridge/k/9/q/fusion-cartridge-gillette-original-imafy2vvhvadrfzp.jpeg,gillett fusion cartridg 1827.0 2150.0 10 unit
48,48,CKBF9HS5ZJH6UGYB, PARLE G Gold Biscuits, 88.0, 125.0, 1 kg, https://rukminim1.flixcart.com/image/280/280/khkvukw0/cookie-biscuit/g/y/b/1-g-gold-biscuits-parle-original-imafxk722kerktxk.jpeg,parl g gold biscuit 88.0 125.0 1 kg
49,49,EDOET83FQBRZD6RD, Fortune Xpert Pro Sugar Conscious Blended Oil Can, 816.0, 825.0, 5 L, https://rukminim1.flixcart.com/image/280/280/khuvxjk0/edible-oil/6/r/d/5-xpert-pro-sugar-conscious-can-blended-oil-fortune-original-imafxs3z2jtvq8zu.jpeg,fortun xpert pro sugar consciou blend oil can 816.0 825.0 5 l
50,50,JGRG23H8HBFQMV3E, Kapiva Organic Sulphur Free Jaggery Powder Powder Jaggery, 85.0, 85.0, 500 g, https://rukminim1.flixcart.com/image/280/280/kngd0nk0/jaggery/c/z/i/500-powder-organic-sulphur-free-jaggery-powder-pouch-kapiva-original-imag24q7h3jz473k.jpeg,kapiva organ sulphur free jaggeri powder powder jaggeri 85.0 85.0 500 g
51,51,INFFXZVSCXJZQQXX, Lactogrow Nestle Nutritious Milk Drink, 324.0, 360.0, 400 g, https://rukminim1.flixcart.com/image/280/280/km9ht3k0/infant-formula/e/y/c/400-nestle-nutritious-milk-drink-lactogrow-original-imagf7ctqyfzsvvv.jpeg,lactogrow nestl nutriti milk drink 324.0 360.0 400 g
52,52,TEAETM5TKFQ4EMGY, Tata Agni Tea Pouch, 300.0, 300.0, 1 kg Pouch, https://rukminim1.flixcart.com/image/280/280/jsw3yq80/tea/m/g/y/1-agni-regular-tea-granules-tata-original-imafecwgnkseqp3r.jpeg,tata agni tea pouch 300.0 300.0 1 kg pouch
53,53,DAJF5CGSEQFYY56P, Real Masala Pomegranate, 72.0, 120.0, 1 L, https://rukminim1.flixcart.com/image/280/280/jievpu80/drinks-juice/5/6/p/1-masala-pomegranate-tetrapack-real-original-imaf67smhxehfetz.jpeg,real masala pomegran 72.0 120.0 1 l
54,54,MDMETGN5AXBVGCSW, Cadbury Bournvita Inner Strength, 381.0, 410.0, 1 kg, https://rukminim1.flixcart.com/image/280/280/kmxsakw0/milk-drink-mix/g/o/o/inner-strength-plastic-bottle-cadbury-bournvita-original-imagfq3fhbzrmksj.jpeg,cadburi bournvita inner strength 381.0 410.0 1 kg
55,55,SMPE7C25DJHQXZCY, DOVE Oxygen Moisture Shampoo, 275.0, 290.0, 340 ml, https://rukminim1.flixcart.com/image/280/280/jesunbk0/shampoo/z/c/y/340-oxygen-moisture-shampoo-dove-original-imaebqfajr3mnrzv.jpeg,dove oxygen moistur shampoo 275.0 290.0 340 ml
56,56,TCNF93ZMCDWS5XSH, Harpic Power Plus Original Liquid Toilet Cleaner, 258.0, 258.0, 3x0.5 L, https://rukminim1.flixcart.com/image/280/280/klgx0280/toilet-cleaner/t/f/0/original-power-plus-harpic-original-imagykwgenwseujv.jpeg,harpic power plu origin liquid toilet cleaner 258.0 258.0 3x0.5 l
57,57,RICF48K7THJRY4CB, KOHINOOR Royale Authentic Biryani Basmati Rice (Long Grain), 115.0, 189.0, 1 kg, https://rukminim1.flixcart.com/image/280/280/kjswia80/rice/5/u/s/1-white-royale-authentic-biryani-basmati-rice-pouch-kohinoor-original-imafzab3fh8ggpv5.jpeg,kohinoor royal authent biryani basmati rice (long grain) 115.0 189.0 1 kg
58,58,RICETGSPVKUXBWZ9, KOHINOOR Charminar Rice (Long Grain), 299.0, 549.0, 5 kg, https://rukminim1.flixcart.com/image/280/280/ke8uv0w0/test-ndc-grocery/a/h/g/5-white-charminar-bag-plain-rice-kohinoor-original-imafuz24mf92esjz.jpeg,kohinoor charminar rice (long grain) 299.0 549.0 5 kg
59,59,LDGFQHXZQMG64FUN, GENTEEL Washomatic Multi-Fragrance Liquid Detergent, 399.0, 399.0, 1 kg, https://rukminim1.flixcart.com/image/280/280/kosxzm80/liquid-detergent/b/x/b/washomatic-genteel-original-imag36dfyvchzxgy.jpeg,genteel washomat multi-fragr liquid deterg 399.0 399.0 1 kg
60,60,LDTFP756QT7EJZZD, Tide Plus Extra Power Jasmine and Rose Detergent Powder 4 kg, 423.0, 465.0, 4 kg, https://rukminim1.flixcart.com/image/280/280/k687wy80/washing-powder/j/4/r/5-plus-detergent-washing-powder-with-extra-power-jasmine-and-original-imafzqfkzgygzjuv.jpeg,tide plu extra power jasmin and rose deterg powder 4 kg 423.0 465.0 4 kg
61,61,NDFEJS2YQNQJFUTF, Nutraj Gold Walnut Kernels (Akhrot Giri) Walnuts, 301.0, 435.0, 250 g, https://rukminim1.flixcart.com/image/280/280/jt641ow0/nut-dry-fruit/d/c/3/500-gold-box-nutraj-original-imafekzdt3yjdjte.jpeg,nutraj gold walnut kernel (akhrot giri) walnut 301.0 435.0 250 g
62,62,DWBF7FH4WQCUPNCT, EXO Touch & Shine Round Dishwash Bar, 120.0, 138.0, 2x0.7 kg, https://rukminim1.flixcart.com/image/280/280/k6nxrbk0/dish-washing-bar/n/c/t/touch-shine-round-2-1-4-exo-original-imafp2gwbmygunhg.jpeg,exo touch & shine round dishwash bar 120.0 138.0 2x0.7 kg
63,63,MVRFNVEBTKHGF3QJ, MORTEIN Smart Mosquito Vaporiser Refill, 134.0, 149.0, 45 ml, https://rukminim1.flixcart.com/image/280/280/kfmv9u80/mosquito-vaporise-refill/3/q/j/smart-liquid-vaporizer-machine-refill-1-8901396502111-mortein-original-imafwfvjkkr3ezhq.jpeg,mortein smart mosquito vaporis refil 134.0 149.0 45 ml
64,64,PTFEZWF2MHG2H5FK, Gowardhan Classic Block Paneer, 78.0, 85.0, 200 g, https://rukminim1.flixcart.com/image/280/280/jiulk7k0/paneer-tofu/5/f/k/200-paneer-classic-block-paneer-gowardhan-original-imaf6k2924brdcsd.jpeg,gowardhan classic block paneer 78.0 85.0 200 g
65,65,SATET96P3HVNYGAN, Tata Lite Iodized Salt, 35.0, 40.0, 1 kg, https://rukminim1.flixcart.com/image/280/280/klscivk0/salt/u/y/q/lite-iodized-salt-tata-original-imagytt7gmgyzgbh.jpeg,tata lite iodiz salt 35.0 40.0 1 kg
66,66,CKBET6WUYWYWGVMF, PARLE G Original Gluco Biscuits, 10.0, 10.0, 110 g, https://rukminim1.flixcart.com/image/280/280/khkvukw0/cookie-biscuit/v/m/f/110-g-original-gluco-biscuits-parle-original-imafxk72hreve2qb.jpeg,parl g origin gluco biscuit 10.0 10.0 110 g
67,67,IRPFN9FY7FRFHCS3, Hit Spray Flying Insect Killer Lime Fragrance 700ml, 312.0, 340.0, 700 ml, https://rukminim1.flixcart.com/image/280/280/k4d27ww0/insect-repellent/c/s/3/700-spray-flying-insect-killer-lime-fragrance-700ml-1-hit-original-imafna2kb95wkpk4.jpeg,hit spray fli insect killer lime fragranc 700ml 312.0 340.0 700 ml
68,68,CKBET6WUGWH7N5BC, BRITANNIA 50-50 Maska Chaska, 30.0, 30.0, 120 g, https://rukminim1.flixcart.com/image/280/280/km9ht3k0/cookie-biscuit/d/b/s/50-50-maska-chaska-britannia-original-imagf78twtfqpphq.jpeg,britannia 50-50 maska chaska 30.0 30.0 120 g
69,69,RICF4W2FFAYFGFGC, INDIA GATE Sweet Indulgence Rice (Broken Grain), 51.0, 51.0, 1 kg, https://rukminim1.flixcart.com/image/280/280/k0wqwsw0/rice/f/g/c/1-white-sweet-indulgence-plain-rice-pouch-india-gate-original-imafkhqt3apf2mdf.jpeg,india gate sweet indulg rice (broken grain) 51.0 51.0 1 kg
70,70,PLSFRJK4GTH2HDHB, Desi Choice Toor Dal (Split), 126.0, 150.0, 1 kg, https://rukminim1.flixcart.com/image/280/280/kelptow0/pulses/d/h/b/1-toor-dal-toor-dal-desi-choice-original-imafv8v58zpq9eb3.jpeg,desi choic toor dal (split) 126.0 150.0 1 kg
72,72,FLRF4SSGYN9G29GZ, Flipkart Supermart Select Sooji/Rava, 42.0, 75.0, 1 kg, https://rukminim1.flixcart.com/image/280/280/k7285u80/flour/9/g/z/1-sooji-rava-rava-flipkart-supermart-select-original-imafpdsy24sfaszq.jpeg,flipkart supermart select sooji/rava 42.0 75.0 1 kg
73,73,CKBF6TF7Q7ZPDBC4, BRITANNIA NutriChoice Digestive High Fibre Biscuits, 143.0, 169.0, 5x0.2 kg, https://rukminim1.flixcart.com/image/280/280/kltryq80/cookie-biscuit/k/z/h/nutrichoice-digestive-high-fibre-biscuits-britannia-original-imagyuwfzz2v8taz.jpeg,britannia nutrichoic digest high fibr biscuit 143.0 169.0 5x0.2 kg
74,74,RICF2NU4FVZCWHCP, Shree Akshara Premium  Sona Masoori Rice (Steam), 544.0, 550.0, 10 kg, https://rukminim1.flixcart.com/image/280/280/jf9zxjk0/rice/h/c/p/10-premium-steam-white-bag-sona-masoori-rice-shree-akshara-original-imaf3rzyzrg64exj.jpeg,shree akshara premium sona masoori rice (steam) 544.0 550.0 10 kg
75,75,RICEUC2YZB6HP9DG, Organic Tattva Sona Masoori Rice (Parboiled), 467.0, 550.0, 5 kg, https://rukminim1.flixcart.com/image/280/280/kixgtjk0/rice/9/d/g/5-na-white-pouch-sona-masoori-rice-organic-tattva-original-imafym92k3k37qqk.jpeg,organ tattva sona masoori rice (parboiled) 467.0 550.0 5 kg
76,76,GHEEVTBGSE9ZX9DX, PATANJALI Cow's Ghee 1 L Box, 565.0, 565.0, 1 L Box, https://rukminim1.flixcart.com/image/280/280/k8xduvk0/ghee/9/d/x/1-cow-s-box-patanjali-original-imafqtrbya9z9bmz.jpeg,patanjali cow' ghee 1 l box 565.0 565.0 1 l box
77,77,FLRF49WHUK6NUSYW, Sreebhog Dalia Broken Wheat, 21.0, 35.0, 500 g, https://rukminim1.flixcart.com/image/280/280/jlv70y80/flour/s/y/w/500-dalia-broken-wheat-sreebhog-original-imaf8wg2epbrtymy.jpeg,sreebhog dalia broken wheat 21.0 35.0 500 g
78,78,CKBFRFKMNK26WBQR, BRITANNIA Marie Gold Biscuits, 102.0, 120.0, 5x200 g, https://rukminim1.flixcart.com/image/280/280/kgcl7680/cookie-biscuit/b/q/r/1-marie-gold-britannia-original-imafwh3rqh7kq85q.jpeg,britannia mari gold biscuit 102.0 120.0 5x200 g
79,79,MDMEUHK5GHV6RGAX, Pediasure Vanilla Delight Health Drink, 914.0, 975.0, 750 g, https://rukminim1.flixcart.com/image/280/280/kdt50nk0/milk-drink-mix/g/a/x/750-vanilla-delight-health-drink-carton-pediasure-original-imafumn5qjjdnr4h.jpeg,pediasur vanilla delight health drink 914.0 975.0 750 g
80,80,TCNFEJKRCSPGNFVZ, Flipkart Supermart Home Essentials Disinfectant Original Liquid Toilet Cleaner, 80.0, 160.0, 1 L, https://rukminim1.flixcart.com/image/280/280/khcb7gw0/toilet-cleaner/f/v/z/original-1-disinfectant-flipkart-supermart-home-essentials-original-imafxd9sqmbwpfvw.jpeg,flipkart supermart home essenti disinfect origin liquid toilet cleaner 80.0 160.0 1 l
81,81,VMCEU9GVDZHG4DT6, MTR Vermicelli 850 g, 68.0, 80.0, 850 g, https://rukminim1.flixcart.com/image/280/280/jjx6g7k0/vermicelli/d/t/6/875-vermicelli-semolina-plain-mtr-original-imaf7drfpzwntw2r.jpeg,mtr vermicelli 850 g 68.0 80.0 850 g
82,82,NDFFAFG3DFYR9VJW, Nutraj Raisins (Kishmish) Raisins, 174.0, 299.0, 500 g, https://rukminim1.flixcart.com/image/280/280/jyq5oy80/nut-dry-fruit/9/q/7/1-special-round-raisin-1-kg-500-g-x-2-pouch-nutraj-original-imafafgygp7cn8nf.jpeg,nutraj raisin (kishmish) raisin 174.0 299.0 500 g
83,83,TCNFVSSQ6ZHBFZTA, Godrej Proclean Disinfectant Liquid Toilet Cleaner, 142.0, 168.0, 1 L, https://rukminim1.flixcart.com/image/280/280/kfbfr0w0/toilet-cleaner/z/t/a/na-1000-toilet-cleaner-godrej-proclean-original-imafvstsspacwbjd.jpeg,godrej proclean disinfect liquid toilet cleaner 142.0 168.0 1 l
84,84,CKBET6WU9ZXCGUGF, Sunfeast Dark Fantasy Choco Fills, 93.0, 120.0, 300 g, https://rukminim1.flixcart.com/image/280/280/kp2y2kw0/cookie-biscuit/d/q/0/dark-fantasy-choco-fills-sunfeast-original-imag3e9jhhzzpcuh.jpeg,sunfeast dark fantasi choco fill 93.0 120.0 300 g
85,85,LDTET5UDZTWZS9V4, Mr. White Detergent Powder 5 kg, 364.0, 450.0, 5 kg, https://rukminim1.flixcart.com/image/280/280/k3orqfk0/laundry-detergent/9/v/4/detergent-powder-mr-white-original-imafmrbvzanmvjd3.jpeg,mr. white deterg powder 5 kg 364.0 450.0 5 kg
86,86,TEAETY5NCUUVYAXF, Red Label Natural Care Cardamom, Ginger, Liquorice, Tulsi Tea Pouch, 570.0,red label natur care cardamom ginger liquoric tulsi tea pouch
87,87,SMPFYG2TYVHGJZB2, HEAD & SHOULDERS Smooth & Silky Shampoo, 533.0, 650.0, 1 L, https://rukminim1.flixcart.com/image/280/280/kd1zngw0/shampoo/5/t/h/650-head-shoulders-smooth-and-silky-anti-dandruff-shampoo-650ml-original-imafuffqsbz82fm8.jpeg,head & shoulder smooth & silki shampoo 533.0 650.0 1 l
88,88,DCGETZP9NVGQ37XJ, Vim Dish Cleaning Gel, 45.0, 45.0, 0.25 L, https://rukminim1.flixcart.com/image/280/280/koixwnk0/dish-cleaning-gel/m/p/g/lemon-na-bottle-vim-original-imag2yf5zgzc9shc.jpeg,vim dish clean gel 45.0 45.0 0.25 l
89,89,CNTFNFTH3BCVAAG8, MASTER COOK  - 700 ml Polypropylene Grocery Container, 44.0, 63.0, Blue, https://rukminim1.flixcart.com/image/280/280/k65d18w0/container/a/g/8/pp-156-mastercook-original-imafzhmwm83pzpyg.jpeg,master cook - 700 ml polypropylen groceri contain 44.0 63.0 blue
90,90,CAFETEGHT8XKSAAS, Kellogg's Chocos, 100.0, 125.0, 250 g Pouch, https://rukminim1.flixcart.com/image/280/280/klicfww0/cereal-flake/q/g/u/chocos-pouch-kellogg-s-original-imagymf33dtg3w2n.jpeg,kellogg' choco 100.0 125.0 250 g pouch
91,91,MSCFUMVRZA8XEJHD, Glow & Lovely Natural Glow, 138.0, 138.0, 50 g, https://rukminim1.flixcart.com/image/280/280/kgiaykw0/fairness/j/h/d/50-natural-face-cream-ayurvedic-care-glow-lovely-original-imafwqg5pkqbfj3q.jpeg,glow & love natur glow 138.0 138.0 50 g
92,92,CMFF3KEAQHKNUDKH, Dukes Eclairs Chocolate Candy, 72.0, 160.0, 2x200 g, https://rukminim1.flixcart.com/image/280/280/k6mibgw0/candy-mouth-freshener/d/k/h/400-eclairs-dukes-original-imafzyf3zrvp4v4n.jpeg,duke eclair chocol candi 72.0 160.0 2x200 g
93,93,EDOFCSBGHFQ9YKAA, Dalda Kachi Ghani Mustard Oil Plastic Bottle, 184.0, 250.0, 1 L, https://rukminim1.flixcart.com/image/280/280/kgjqefk0/edible-oil/k/a/a/1-kacchi-ghani-plastic-bottle-mustard-oil-dalda-original-imafwrgyutumsczw.jpeg,dalda kachi ghani mustard oil plastic bottl 184.0 250.0 1 l
94,94,CKBFP5VZZMCKFJZF, Dukes Digestive, 125.0, 250.0, 10x100 g, https://rukminim1.flixcart.com/image/280/280/km0x5zk0/cookie-biscuit/f/x/z/digestive-dukes-original-imagfyrz7xbnv8y3.jpeg,duke digest 125.0 250.0 10x100 g
96,96,SYCEUFRNGQBRRFDT, Fortune Soya Chunks, 47.0, 50.0, 200 g, https://rukminim1.flixcart.com/image/280/280/kkzrpu80/soya-chunk/u/f/s/fortune-soya-chunks-box-box-soya-chunks-fortune-original-imagy7kwmkhdyygz.jpeg,fortun soya chunk 47.0 50.0 200 g
97,97,SNSFN6ZFHARQTPTR, PARLE Aloo Bhujia, 109.0, 200.0, 750 g, https://rukminim1.flixcart.com/image/280/280/khkvukw0/snack-savourie/p/t/r/750-aloo-bhujia-pouch-parle-original-imafxk7fhngrgsk9.jpeg,parl aloo bhujia 109.0 200.0 750 g
98,98,CAFF5FY5KXWSZCUC, Saffola Classic Masala Oats, 161.0, 195.0, 500 g Pouch, https://rukminim1.flixcart.com/image/280/280/kidgnm80-0/cereal-flake/m/3/d/classic-masala-oats-pouch-saffola-original-imafy67rhzmrxz3c.jpeg,saffola classic masala oat 161.0 195.0 500 g pouch
99,99,IRPFN9FYYBZKV4P7, Hit Spray Crawling Insect Killer 700ml, 312.0, 340.0, 700 ml, https://rukminim1.flixcart.com/image/280/280/k4d27ww0/insect-repellent/4/p/7/700-spray-crawling-insect-killer-700ml-1-hit-original-imafna2ktbztunwc.jpeg,hit spray crawl insect killer 700ml 312.0 340.0 700 ml
100,100,CKBFRYXQAB4JGUAB, Malkist Cheese Crackers Family Pack, 50.0, 100.0, 2x138 g, https://rukminim1.flixcart.com/image/280/280/kd3f3bk0/cookie-biscuit/u/a/b/276-cheese-crackers-family-pack-malkist-original-imafu2geguh5fyfh.jpeg,malkist chees cracker famili pack 50.0 100.0 2x138 g
101,101,LDTEUJHPBKVZP3TG, Tide Naturals Lemon and Chandan Detergent Powder 800 g, 60.0, 60.0, 800 g, https://rukminim1.flixcart.com/image/280/280/j3vwk280/laundry-detergent/3/t/g/800-naturals-lemon-and-chandan-detergent-washing-powder-tide-original-imaeuwzhzqqfdnyk.jpeg,tide natur lemon and chandan deterg powder 800 g 60.0 60.0 800 g
102,102,CKBET6WUNACWZAKQ, BRITANNIA Nice Time Coconut Biscuits, 22.0, 25.0, 150 g, https://rukminim1.flixcart.com/image/280/280/km9ht3k0/cookie-biscuit/1/v/w/nice-time-coconut-biscuits-britannia-original-imagf78th6k5jvsp.jpeg,britannia nice time coconut biscuit 22.0 25.0 150 g
104,104,CKBEUC5CYSKYKGFH, Sunfeast Bounce Tangy Orange Cream Biscuit, 10.0, 10.0, 80 g, https://rukminim1.flixcart.com/image/280/280/kltryq80/cookie-biscuit/c/p/o/bounce-tangy-orange-cream-biscuit-sunfeast-original-imagyv99nsaymeye.jpeg,sunfeast bounc tangi orang cream biscuit 10.0 10.0 80 g
105,105,LDTFG5JFMPRZJFXQ, Ariel Complete Detergent Powder 4 kg, 580.0, 1160.0, 4 kg, https://rukminim1.flixcart.com/image/280/280/k7p37gw0/laundry-detergent/f/x/q/complete-ariel-original-imafpvfpyygwphgt.jpeg,ariel complet deterg powder 4 kg 580.0 1160.0 4 kg
106,106,CKBFQEGMTRVKX42K, OREO Original Chocolatey Sandwich Biscuits, 94.0, 135.0, 500 g, https://rukminim1.flixcart.com/image/280/280/k94j24w0/cookie-biscuit/4/2/k/500-vanilla-jumbo-pack-cadbury-oreo-original-imafqzutygffzq4y.jpeg,oreo origin chocolatey sandwich biscuit 94.0 135.0 500 g
108,108,SCMFYZZGZCBMDCQK, safe harvest Red Chilli Long, 60.0, 120.0, 200 g, https://rukminim1.flixcart.com/image/280/280/jtx9evk0/spice-masala/c/q/k/200-red-chilli-long-pouch-safe-harvest-whole-original-imaff5rvcz6zvhqw.jpeg,safe harvest red chilli long 60.0 120.0 200 g
109,109,SUGF6E9YZFZ5ZGCA, DHAMPURE Sulphurless Sugar, 261.0, 315.0, 5 kg Pouch, https://rukminim1.flixcart.com/image/280/280/jzn0tjk0/sugar/g/c/a/5-sulphurless-pouch-white-sugar-dhampure-crystal-original-imafjgmmqd3jkchv.jpeg,dhampur sulphurless sugar 261.0 315.0 5 kg pouch
110,110,CAFETEGHYMJZASKD, Kellogg's Original Corn Flakes, 310.0, 310.0, 875 g Pouch, https://rukminim1.flixcart.com/image/280/280/jox7xjk0-1/cereal-flake/s/k/d/875-corn-flakes-original-pouch-kellogg-s-original-imafba2yzkwqqv8h.jpeg,kellogg' origin corn flake 310.0 310.0 875 g pouch
111,111,LDTEUJHPCBT6ETSA, Ariel Matic Front Load Detergent Powder 4 kg, 1092.0, 1150.0, 4 kg, https://rukminim1.flixcart.com/image/280/280/kb6tyfk0/washing-powder/t/s/a/4-matic-front-load-ariel-original-imafsh3dybv6t9wf.jpeg,ariel matic front load deterg powder 4 kg 1092.0 1150.0 4 kg
